"Title";"Bedrooms";"Bathrooms";"Floor_no";"Occupancy_status";"Floor_area";"City";"price_in_taka";"Location";"price_per_sqft"
"A CONTEMPORARY COZY FLAT OF 1350 SQ FT IS UP FOR SALE IS SITUATED IN RAMMALA ROAD, SOUTH THAKUR PARA";3;3;8;"VACANT";1350;"CUMILLA";7300000;"SOUTH THAKUR PARA, THAKUR PARA";5407.4074
"A CONVENIENT 1000 SQ FT RESIDENTIAL FLAT IS PREPARED TO BE SOLD AT SOUTH BAKALIA";3;3;4;"VACANT";1000;"CHATTOGRAM";5000000;"19 NO. SOUTH BAKALIA WARD, BAKALIA";5000.0
"A CONVENIENT 1175 SQ FT RESIDENTIAL APARTMENT IS PREPARED FOR SALE AT SOUTH PIRERBAG";3;2;6;"VACANT";1175;"DHAKA";6300000;"PIRERBAG, MIRPUR";5361.7021
"A CONVENIENT 1253 SQ FT RESIDENTIAL FLAT IS PREPARED TO BE SOLD AT DEWAN BAZAR";3;3;7;"VACANT";1253;"CHATTOGRAM";5638500;"DEWAN BAZAR, BAKALIA";4500.0
"A CONVENIENT 1450 SQ FT RESIDENTIAL FLAT IS PREPARED TO BE SALE AT NORTH FORIDA PARA";3;3;6;"VACANT";1450;"CHATTOGRAM";7500000;"NORTH FORIDA PARA, 4 NO CHANDGAON WARD";5172.4138
"A CONVENIENT 1650 SQ FT RESIDENTIAL FLAT IS PREPARED TO BE SOLD AT SARAI PARA";3;3;7;"VACANT";1650;"CHATTOGRAM";6600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A CONVENIENT 2252 SQ FT RESIDENTIAL FLAT IS PREPARED TO BE SOLD AT 31 NO. ALKORON WARD";4;4;1;"VACANT";2252;"CHATTOGRAM";11260000;"ALKARAN ROAD, 31 NO. ALKORON WARD";5000.0
"A CONVENIENT AND WELL-CONSTRUCTED 1050 SQ.FT FLAT IS FOR SALE AT MOGHULTOLI VERY CLOSE TO SHAH SHUJA MOSQUE";2;2;7;"VACANT";1050;"CUMILLA";4200000;"SHAH SHUJA MOSQUE ROAD, MOGHULTOLI";4000.0
"A COZY FLAT OF 920 SQ FT IS UP FOR SALE IN CHANDANA NEARBY UMAR BIN KHATTAB (R) JAME MOSQUE";3;2;7;"VACANT";920;"GAZIPUR";3220000;"CHANDANA, GAZIPUR SADAR UPAZILA";3500.0
"A DAZZLING 1000 SQ FT RESIDENTIAL PROPERTY IS UP FOR SALE LOCATED AT ASHKONA";3;2;6;"VACANT";1000;"DHAKA";7000000;"ASHKONA, DAKSHIN KHAN";7000.0
"A DAZZLING 1150 SQ FT RESIDENTIAL PROPERTY IS UP FOR SALE LOCATED AT PAHARTALI";2;2;3;"VACANT";1150;"CHATTOGRAM";4600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A DAZZLING APARTMENT OF 2506 SQ FT IS UP FOR SALE IN ALKORON WARD";3;5;7;"VACANT";2506;"CHATTOGRAM";15000000;"ALKARAN ROAD, 31 NO. ALKORON WARD";5985.6345
"A DECENT 1050 SQ FT FLAT WHICH IS NEAR TO DUTCH-BANGLA BANK LIMITED IS NOW FOR SALE IN JHAUTOLA";2;2;4;"VACANT";1050;"CUMILLA";4200000;"SHAHID KHAWAJA NIZAMUDDIN ROAD, JHAUTOLA";4000.0
"A DECENT 1125 SQ FT FLAT WHICH IS NOW FOR SALE IN DAKSHIN KHAN";3;2;3;"VACANT";1125;"DHAKA";4775000;"FAYDABAD, DAKSHIN KHAN";4244.4444
"A DECENT 1150 SQ.FT RESIDENTIAL APARTMENT FOR SALE AT PAHARTALI";2;2;5;"VACANT";1150;"CHATTOGRAM";4600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A DECENT 1560 SQ.FT AND 3 BEDROOM FLAT IS AVAILABLE FOR SALE IN PC CULTURE HOUSING .";3;4;4;"VACANT";1560;"DHAKA";10000000;"PC CULTURE HOUSING, MOHAMMADPUR";6410.2564
"A DECENT APARTMENT IN MOHAKHALI NEAR JABALA ICDDRB IS UP FOR SALE";2;2;5;"VACANT";850;"DHAKA";5500000;"DAKHSHIN PARA, MOHAKHALI";6470.5882
"A DECENT APARTMENT IN TONGI NEAR COLLEGE ROAD IS UP FOR SALE";2;2;2;"VACANT";773;"GAZIPUR";2800000;"TONGI, GAZIPUR SADAR UPAZILA";3622.251
"A DELIGHTFUL APARTMENT OF 1150 SQ FT IS READY TO SALE IN A GREAT LOCATION OF PAHARTALI.";2;2;6;"VACANT";1150;"CHATTOGRAM";4600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A DELIGHTFUL APARTMENT OF 1554 SQ FT IS READY FOR SALE IN A GREAT LOCATION OF PALLABI";3;3;1;"VACANT";1554;"DHAKA";11500000;"PALLABI, MIRPUR";7400.2574
"A FASCINATING APARTMENT IN DAKSHIN KHAN NEAR TO ARK HOSPITAL IS READY FOR SALE";3;3;3;"VACANT";1320;"DHAKA";5000000;"EAST AZAMPUR, DAKSHIN KHAN";3787.8788
"A FASCINATING APARTMENT IN KAFRUL NEAR HIGH-TECH MULTICARE HOSPITAL IS UP FOR SALE";3;3;7;"VACANT";1050;"DHAKA";6300000;"SOUTH KAFRUL ROAD, KAFRUL";6000.0
"A FAVORABLE FLAT OF 1565 SQ FT IS READY FOR SALE IN SHOLOKBAHAR, ABDUL HAMID ROAD";3;3;9;"VACANT";1565;"CHATTOGRAM";9000000;"ABDUL HAMID ROAD, SHOLOKBAHAR";5750.7987
"A FINE 1654 SQ FT FLAT IS NOW FOR SALE WHICH IS IN UTTARA SECTOR 18.";3;4;1;"VACANT";1654;"DHAKA";8500000;"SECTOR 18, UTTARA";5139.0568
"A FINE FLAT IS NOW FOR SALE WHICH IS IN AGARGAON NEAR AGARGAON TALTOLA COLONY HIGH SCHOOL &AMP; WOMENS&#039; COLLEGE";3;3;5;"VACANT";1400;"DHAKA";6500000;"AGARGAON";4642.8571
"A FINE FLAT IS NOW FOR SALE WHICH IS IN MIRPUR NEAR POPULAR DIAGNOSTIC CENTER LIMITED";3;4;5;"VACANT";1460;"DHAKA";11000000;"SECTION 6, MIRPUR";7534.2466
"A FINELY BUILT 1090 SQ FT FLAT IS UP FOR SALE IN ALI AND NUR REAL ESTATE, MOHAMMADPUR";3;3;3;"VACANT";1090;"DHAKA";6540000;"ALI AND NUR REAL ESTATE, MOHAMMADPUR";6000.0
"A FINELY BUILT 1240 SQ FT FLAT IS UP FOR SALE IN SAHAPARA ROAD, JOYDEBPUR";3;3;8;"VACANT";1240;"GAZIPUR";4960000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"A FINELY BUILT 1428 SQ FT FLAT IS UP FOR SALE IN HALISHAHAR";3;3;5;"VACANT";1428;"CHATTOGRAM";4998000;"SABUJBAG, HALISHAHAR";3500.0
"A FINELY BUILT 1638 SQ FT FLAT IS UP FOR SALE IN 10 NO. NORTH KATTALI WARD";4;4;4;"VACANT";1638;"CHATTOGRAM";8000000;"DHAKA- CHATTOGRAM HIGHWAY, 10 NO. NORTH KATTALI WARD";4884.0049
"A FINELY BUILT 800 SQ FT FLAT IS UP FOR SALE IN NORTH PIRERBAG";3;2;6;"VACANT";800;"DHAKA";5300000;"PIRERBAG, MIRPUR";6625.0
"A FINELY BUILT 920 SQ FT FLAT IS UP FOR SALE IN GREAT WALL CITY, CHANDANA CHOWRASTA";3;2;7;"VACANT";920;"GAZIPUR";3220000;"CHANDANA, GAZIPUR SADAR UPAZILA";3500.0
"A FINELY BUILT 950 SQ FT FLAT IS UP FOR SALE IN PASCHIM JOYDEBPUR NEARBY GONIMUNSHIR TEK JAME MOSQUE";2;2;4;"VACANT";950;"GAZIPUR";3800000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"A FINELY CONSTRUCTED 1500 SQ FT FLAT IS FOR SALE IN BASHUNDHARA R/A NEARBY PLAYPEN SCHOOL";3;3;5;"VACANT";1500;"DHAKA";12500000;"BLOCK D, BASHUNDHARA R-A";8333.3333
"A FLAT CAN BE FOUND IN CHANDGAON R/A FOR SALE, NEAR CHANDGAON GOVERNMENT PRIMARY SCHOOL";3;3;3;"VACANT";2400;"CHATTOGRAM";12000000;"CHANDGAON RESIDENTIAL AREA, 4 NO CHANDGAON WARD";5000.0
"A FLAT CAN BE FOUND IN NASIRABAD FOR SALE , NEAR ASIAN UNIVERSITY FOR WOMEN";4;4;1;"VACANT";2600;"CHATTOGRAM";18500000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";7115.3846
"A FLAT IS UP FOR SALE IN PAHARTALI";2;2;4;"VACANT";1050;"CHATTOGRAM";4200000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A FLAT WITH ALL FACILITIES IS UP FOR SALE AT WEST SHEWRAPARA NEAR BAITUL ARAFA MASJID";3;2;2;"VACANT";1220;"DHAKA";5000000;"WEST SHEWRAPARA, MIRPUR";4098.3607
"A LARGE 1150 SQ.FT FLAT IS UP FOR SALE AT PAHARTALI VERY CLOSE TO JANATA BANK LIMITED";2;2;1;"VACANT";1150;"CHATTOGRAM";4600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A MODERATE 966 SQ FT FLAT IS AVAILABLE FOR SALE AT MOUSUMI RESIDENTIAL AREA";2;2;5;"VACANT";966;"CHATTOGRAM";3800000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";3933.7474
"A MODERN FLAT OF 1380 SQ FT IS UP FOR SALE IN NEW TOWN R/A, DEMRA";3;2;6;"VACANT";1380;"NARAYANGANJ-CITY";6500000;"MATUAIL, DEMRA";4710.1449
"A MODERN WELL-PLANNED FLAT OF 1075 SQ FT IS UP FOR SALE IN 31 NO. ALKORON WARD";3;2;5;"VACANT";1075;"CHATTOGRAM";5500000;"ALKARAN ROAD, 31 NO. ALKORON WARD";5116.2791
"A MODERN WELL-PLANNED FLAT OF 1256 SQ FT IS UP FOR SALE IS SITUATED IN AFTAB NAGAR";3;2;5;"VACANT";1256;"DHAKA";6500000;"BLOCK H, AFTAB NAGAR";5175.1592
"A MODEST APARTMENT IN TONGI NEAR TONGI POST OFFICE IS UP FOR SALE";3;3;2;"VACANT";1440;"GAZIPUR";5900000;"TONGI, GAZIPUR SADAR UPAZILA";4097.2222
"A MUST SEE 1350 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU TO SETTLE IN BASHUNDHARA CLOSE TO KURIL HAZI BARI MASJID";3;3;5;"VACANT";1350;"DHAKA";13000000;"BLOCK C, BASHUNDHARA R-A";9629.6296
"A NEWLY CONSTRUCTED APARTMENT IN GULSHAN R/A, IS AVAILABLE FOR SALE WHICH IS 1620 SQ FT";3;3;4;"VACANT";1620;"CHATTOGRAM";6800000;"BANGLA BAZAR, BAYAZID";4197.5309
"A NEWLY CONSTRUCTED APARTMENT IN LAL KHAN BAZAAR IS AVAILABLE FOR SALE WHICH IS 1275 SQ FT";3;3;3;"VACANT";1275;"CHATTOGRAM";7393750;"HILL SIDE RESIDENTIAL AREA, LAL KHAN BAZAAR";5799.0196
"A NEWLY CONSTRUCTED APARTMENT IN NORTH PIRERBAG IS AVAILABLE FOR SALE WHICH IS 1050 SQ FT";3;3;1;"VACANT";1050;"DHAKA";4500000;"PIRERBAG, MIRPUR";4285.7143
"A NICE 600 SQUARE FEET APARTMENT IS UP FOR SALE AT BLOCK C, MIRPUR-11";2;2;3;"VACANT";600;"DHAKA";2300000;"SECTION 11, MIRPUR";3833.3333
"A NICE 955 SQUARE FEET HOUSE IS AVAILABLE FOR SALE AT SOUTH PIRERBAG, WITH AN AFFORDABLE DEAL.";3;2;3;"VACANT";955;"DHAKA";5000000;"PIRERBAG, MIRPUR";5235.6021
"A NICE AND COMFORTABLE 1262 SQ FT FLAT IS UP FOR SALE IN DEWAN BAZAR";3;3;5;"VACANT";1262;"CHATTOGRAM";5679000;"DEWAN BAZAR, BAKALIA";4500.0
"A NICE AND COMFORTABLE 1435 SQ FT FLAT IS UP FOR SALE IN KALAMIA BAZAR";3;3;3;"VACANT";1435;"CHATTOGRAM";5740000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"A NICE AND COMFORTABLE 1750 SQ FT FLAT IS UP FOR SALE IN HAMJARBAG";3;3;3;"VACANT";1750;"CHATTOGRAM";7875000;"HAMJARBAG, 7 NO. WEST SHOLOSHOHOR WARD";4500.0
"A NICE AND COZY FLAT OF 1162 SQ FT IS READY FOR SALE IN KHULSHI";3;3;4;"VACANT";1162;"CHATTOGRAM";6972000;"KHULSHI GREEN HOUSING SOCIETY, KHULSHI";6000.0
"A NICE AND MEDIUM SIZED 1050 SQ FT RESIDENTIAL APARTMENT IS AVAILABLE FOR SALE AT PAHARTALI";2;2;7;"VACANT";1050;"CHATTOGRAM";4200000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A NICE APARTMENT FOR SALE IN MIRPUR NEAR BRAC BANK";2;2;5;"VACANT";650;"DHAKA";3200000;"SECTION 6, MIRPUR";4923.0769
"A NICE FLAT IS FOR SALE IN MOHAMMADPUR NEARBY ALHAJ MOCKBUL HOSSAIN UNIVERSITY COLLEGE";2;2;2;"VACANT";940;"DHAKA";4800000;"KATASHUR, MOHAMMADPUR";5106.383
"A NICE FLAT OF 1445 SQ FT IS READY FOR SALE IN KACHUKHET , NEAR MUSLIM MODERN COLLEGE";3;3;2;"VACANT";1445;"DHAKA";6936000;"MUSLIM MODERN COLLEGE ROAD, KACHUKHET";4800.0
"A NICE FLAT OF 985 SQ FT IS UP FOR SALE IN WEST BAGICHAGOUN";2;2;8;"VACANT";985;"CUMILLA";3940000;"WEST BAGICHAGOUN, BAGICHAGAON";4000.0
"A NICE FLAT WITH THREE BEDROOM IS UP FOR SALE IN NASIRABAD HOUSING SOCIETY";3;4;1;"VACANT";1900;"CHATTOGRAM";14250000;"NASIRABAD HOUSING SOCIETY, MURADPUR";7500.0
"A NICE RESIDENTIAL FLAT FOR SALE CAN BE FOUND IN BANASREE NEARBY BANASREE JAME MOSJID";3;3;2;"OCCUPIED";1180;"DHAKA";7000000;"BLOCK E, BANASREE";5932.2034
"A NICE RESIDENTIAL FLAT FOR SALE CAN BE FOUND IN MOHAMMADPUR NEARBY MAC MASTER ENGLISH MEDIUM SCHOOL.";2;2;5;"VACANT";900;"DHAKA";4950000;"PC CULTURE HOUSING, MOHAMMADPUR";5500.0
"A NICELY BUILD 1050 SQ FT APARTMENT IS VACANT FOR SALE IN MIRPUR, TURAG CITY";2;2;1;"VACANT";1050;"DHAKA";5500000;"SECTION 1, MIRPUR";5238.0952
"A NICELY BUILD 1140 SQ FT THREE BED APARTMENT IS AVAILABLE FOR SALE IN SENPARA MIRPUR.";3;2;8;"VACANT";1140;"DHAKA";6200000;"SECTION 10, MIRPUR";5438.5965
"A NICELY BUILD 1275 SQ FT AND 3 BEDROOM APARTMENT IS VACANT FOR SALE IN UTTAR BADDA .";3;3;3;"VACANT";1275;"DHAKA";8000000;"UTTAR BADDA, BADDA";6274.5098
"A NICELY BUILD 980 SQ FT AND 3 BEDROOM APARTMENT IS VACANT FOR SALE IN MIDDLE PAIKPARA CLOSE TO BOWSHAGARI CENTRAL MASJID.";3;3;7;"VACANT";980;"DHAKA";5500000;"MIDDLE PAIKPARA, MIRPUR";5612.2449
"A NICELY CONSTRUCTED APARTMENT OF 1200 SQ FT IS AVAILABLE RIGHT NOW FOR SALE IN SECTION 1, MIRPUR";3;3;2;"VACANT";1200;"DHAKA";8700000;"SECTION 1, MIRPUR";7250.0
"A NICELY CONSTRUCTED APARTMENT OF 2150 SQ FT IS AVAILABLE RIGHT NOW FOR SALE IN ZAKIR HOSSAIN ROAD, KHULSHI";3;4;4;"VACANT";2150;"CHATTOGRAM";13000000;"ZAKIR HOSSAIN ROAD, KHULSHI";6046.5116
"A NICELY CONSTRUCTED APARTMENT OF 2200 SQ FT IS AVAILABLE RIGHT NOW FOR SALE IN KALLYANPUR, MIRPUR";4;4;4;"VACANT";2200;"DHAKA";19000000;"KALLYANPUR, MIRPUR";8636.3636
"A NICELY CONSTRUCTED APARTMENT OF 2220 SQ FT IS AVAILABLE RIGHT NOW FOR SALE IN BASHUNDHARA R-A";4;5;2;"VACANT";2220;"DHAKA";24000000;"BLOCK F, BASHUNDHARA R-A";10810.8108
"A NICELY CONSTRUCTED APARTMENT OF 6509 SQ FT IS READY FOR SALE IN 15 NO. BAGMONIRAM WARD.";4;5;10;"VACANT";6509;"CHATTOGRAM";65000000;"BADSHAH MIAH CHOWDHURY ROAD, 15 NO. BAGMONIRAM WARD";9986.173
"A NICELY PLANNED 1050 SQ FT FLAT IS UP FOR SALE IN ASHKAR DIGHIR PAR, JAMAL KHAN";3;3;4;"VACANT";1050;"CHATTOGRAM";7000000;"ASHKAR DIGHIR PAR, JAMAL KHAN";6666.6667
"A NICELY PLANNED FLAT IS UP FOR SALE IN SOUTH KHULSI NEARBY SOUTH KHULSI JAME MOSJID";3;3;4;"VACANT";1400;"CHATTOGRAM";8500000;"SOUTH KHULSHI, KHULSHI";6071.4286
"A PERFECT FLAT OF 1000 SQ FT FOR LIVING WITH FAMILY IS AVAILABLE FOR SALE AT JANATA HOUSING, MIRPUR";3;2;3;"VACANT";1000;"DHAKA";6500000;"SECTION 1, MIRPUR";6500.0
"A PERFECT FLAT OF 1278 SQ FT FOR LIVING WITH FAMILY IS AVAILABLE FOR SALE AT BANANI HOUSING SOCIETY, BAYAZID";3;2;1;"VACANT";1278;"CHATTOGRAM";6500000;"SHAHID NAGAR, BAYAZID";5086.072
"A PERFECT FLAT OF 1300 SQ FT FOR LIVING WITH FAMILY IS AVAILABLE FOR SALE AT CHANDGAON R/A, 4 NO CHANDGAON WARD";3;3;4;"VACANT";1300;"CHATTOGRAM";7800000;"CHANDGAON RESIDENTIAL AREA, 4 NO CHANDGAON WARD";6000.0
"A PERFECT FLAT OF 1650 SQ FT FOR LIVING WITH FAMILY IS AVAILABLE FOR SALE AT PAHARTALI";3;3;4;"VACANT";1650;"CHATTOGRAM";6600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A PROPER 1600 SQ FT RESIDENCE IS PREPARED TO BE SOLD AT KHULSHI";3;3;2;"VACANT";1600;"CHATTOGRAM";10000000;"SOUTH KHULSHI, KHULSHI";6250.0
"A READY 1470 SQ.FT APARTMENT FOR SALE IN NORTH BAGICHAGAON NEAR BAGICHAGAON GOVT. PRIMARY SCHOOL";3;3;6;"VACANT";1470;"CUMILLA";5586000;"NORTH BAGICHAGAON, BAGICHAGAON";3800.0
"A READY, WELL DECORATED 1025 SQ FT FLAT IS UP FOR SELLING PURPOSE IN JALALABAD HOUSING SOCIETY .";2;2;4;"VACANT";1025;"CHATTOGRAM";4500000;"ROAD NO 1, JALALABAD HOUSING SOCIETY";4390.2439
"A REASONABLE APARTMENT IS AVAILABLE FOR SALE AT MIRPUR-10";3;2;4;"VACANT";1075;"DHAKA";5500000;"SECTION 10, MIRPUR";5116.2791
"A REASONABLE APARTMENT OF 1150 SQ FT IS FOR SALE IN PAHARTALI.";2;2;2;"VACANT";1150;"CHATTOGRAM";4600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A RELAXING 1050 SQ FT FLAT IS UP FOR SALE AT AHMED NAGAR, WITH AN ATTRACTIVE PRICE";3;2;3;"VACANT";1050;"DHAKA";5500000;"AHMED NAGAR, MIRPUR";5238.0952
"A RIGHTLY PLANNED 1325 SQ FT FLAT IS FOUND FOR SALE IN MIRPUR NEAR ISLAMI BANK HOSPITAL";3;3;5;"VACANT";1325;"DHAKA";6500000;"SECTION 11, MIRPUR";4905.6604
"A RIGHTLY PLANNED 1350 SQ FT FLAT IS FOUND FOR SALE IN EAST HAZIPARA, EAST RAMPURA";3;3;2;"VACANT";1350;"DHAKA";11000000;"EAST RAMPURA, RAMPURA";8148.1481
"A RIGHTLY PLANNED 1500 SQ FT FLAT IS FOUND FOR SALE IN 24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";3;3;10;"VACANT";1500;"CHATTOGRAM";8600000;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5733.3333
"A RIGHTLY PLANNED 1517 SQ FT RESIDENCE IS FOUND FOR SALE IN UTTARA, NEAR MUGDA MEDICAL COLLEGE AND HOSPITAL";3;3;5;"VACANT";1517;"DHAKA";11500000;"SECTOR 10, UTTARA";7580.7515
"A SATISFACTORY 1245 SQUARE FEET FLAT IS READY FOR SALE IN TEJGAON, WEST NAKHALPARA";3;3;9;"VACANT";1245;"DHAKA";9000000;"WEST NAKHALPARA, TEJGAON";7228.9157
"A SPACIOUS APARTMENT OF 1265 SQ FT IS FOR SALE AT SHIDDHESWARI";2;2;1;"VACANT";1265;"DHAKA";7500000;"NEW CIRCULAR ROAD, SHIDDHESWARI";5928.8538
"A SPECTACULARLY CONSTRUCTED FLAT OF 1,080 SQ FT FOR SALE IN AGARGAON NEAR BAITUL MAMUR JAME MASJID";2;2;5;"VACANT";980;"DHAKA";5390000;"KUTUM GOLI, AGARGAON";5500.0
"A STANDARD APARTMENT IN MIRPUR NEAR TO M.A ZABBAR MEMORIAL HIGH SCHOOL IS UP FOR SALE";2;2;2;"VACANT";740;"DHAKA";4000000;"PIRERBAG, MIRPUR";5405.4054
"A STANDARD LIFESTYLE IS AWAITING YOU IN THIS 650 SQUARE FEET FLAT UP FOR SALE IN SUTRAPUR";2;2;5;"VACANT";650;"DHAKA";4000000;"GANDARIA, SUTRAPUR";6153.8462
"A STRONGLY STRUCTURED APARTMENT OF 1410 SQ FT IS AVAILABLE FOR SALE IN BLOCK C, BASHUNDHARA R-A";3;3;1;"VACANT";1410;"DHAKA";13395000;"BLOCK C, BASHUNDHARA R-A";9500.0
"A STRONGLY STRUCTURED APARTMENT OF 1570 SQ FT IS AVAILABLE FOR SALE IN KALAMIA BAZAR";3;3;4;"VACANT";1570;"CHATTOGRAM";6280000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"A SUITABLE 1337 SQ FT FLAT FOR SALE AT DOUBLE MOORING, 24 NO. NORTH AGRABAD WARD";3;3;8;"VACANT";1337;"CHATTOGRAM";7754600;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5800.0
"A UNIQUE APARTMENT IN COLONEL HAT NEAR COLONEL HAT CITY CORPORATION IS UP FOR SALE";3;3;2;"VACANT";1397;"CHATTOGRAM";5838000;"COLONEL HAT, 10 NO. NORTH KATTALI WARD";4178.9549
"A UNIQUE FLAT OF 1350 SQ FT IS GETTING READY TO BE SOLD IN EAST KAZIPARA";3;3;5;"VACANT";1350;"DHAKA";6575000;"EAST KAZIPARA, MIRPUR";4870.3704
"A VACANT FLAT OF 800 SQ FT LOCATED IN PAIKPARA CLOSE TO DELTA HOSPITAL IS UP FOR SALE.";2;2;6;"VACANT";800;"DHAKA";4000000;"AHMED NAGAR, MIRPUR";5000.0
"A VERY BEAUTIFUL 1400 SQ FT FLAT IS NOW AVAILABLE FOR SALE IN CHIKHA BAZAR, IBRAHIMPUR";4;4;8;"VACANT";1400;"DHAKA";9500000;"CHIKHA BAZAR, IBRAHIMPUR";6785.7143
"A VERY REASONABLE 700 SQ FT RESIDENTIAL HOME IS UP FOR SALE LOCATED AT MIRPUR, SECTION 6";2;1;5;"VACANT";700;"DHAKA";3000000;"SECTION 6, MIRPUR";4285.7143
"A VERY WELL-FITTED APARTMENT IS HERE SITED AT FOYS LAKE FEATURING 1600 SQ FT SPACE FOR SALE.";3;3;6;"VACANT";1600;"CHATTOGRAM";7000000;"FOYS LAKE, 9 NO. NORTH PAHARTALI WARD";4375.0
"A VERY WELL-FITTED HOME IS HERE SITED AT UTTARA NEAR UTTARA 15 NUMBER SECTOR CENTRAL JAME MOSJID FEATURING 1600 SQ FT SPACE FOR SALE.";3;3;2;"VACANT";1600;"DHAKA";12000000;"SECTOR 15, UTTARA";7500.0
"A WELL DEFINED FLAT OF 1150 SQ FT IN PAHARTALI IS AVAILABLE FOR SALE";2;2;5;"VACANT";1150;"CHATTOGRAM";4600000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";4000.0
"A WELL PLANNED APARTMENT FOR SALE IN ASHULIA NEAR BAITUL AMAN MOSJID";3;3;3;"VACANT";1470;"DHAKA";7800000;"ASHULIA, SAVAR";5306.1224
"A WELL SIZED 1200 SQ FT RESIDENTIAL HOME IS AVAILABLE FOR SALE AT BAIGERTEK";3;3;5;"VACANT";1200;"DHAKA";5000000;"BAIGERTEK, CANTONMENT";4166.6667
"A WELL-CONSTRUCTED 1245 SQ FT FLAT IS FOR SALE IN IBRAHIMPUR";3;3;8;"VACANT";1245;"DHAKA";5353500;"NORTH IBRAHIMPUR, IBRAHIMPUR";4300.0
"A WELL-CONSTRUCTED 1250 SQ FT FLAT IS FOR SALE IN 33 NO. FIRINGEE BAZAAR WARD";3;3;2;"VACANT";1250;"CHATTOGRAM";6500000;"YAKUB NAGAR ROAD, 33 NO. FIRINGEE BAZAAR WARD";5200.0
"A WELL-CONSTRUCTED 1325 SQ FT FLAT IS FOR SALE IN 18 NO. EAST BAKALIA WARD";3;3;4;"VACANT";1325;"CHATTOGRAM";5900000;"18 NO. EAST BAKALIA WARD, BAKALIA";4452.8302
"A WELL-CONSTRUCTED 1325 SQ FT FLAT IS FOR SALE IN BAKALIA";3;3;4;"VACANT";1325;"CHATTOGRAM";5300000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"A WELL-CONSTRUCTED 1335 SQ FT FLAT IS FOR SALE IN BAKALIA";3;3;2;"VACANT";1335;"CHATTOGRAM";5340000;"18 NO. EAST BAKALIA WARD, BAKALIA";4000.0
"A WELL-CONSTRUCTED 1429 SQ FT FLAT IS FOR SALE IN BAYAZID-CHATTOGRAM DOHS .";3;3;3;"VACANT";1429;"CHATTOGRAM";8000000;"CHATTOGRAM DOHS, BAYAZID";5598.3205
"A WELL-CONSTRUCTED 1530 SQ FT FLAT IS FOR SALE IN MEHIDIBAG";3;3;6;"VACANT";1530;"CHATTOGRAM";12300000;"MEHIDIBAG, 15 NO. BAGMONIRAM WARD";8039.2157
"A WELL-CONSTRUCTED 1540 SQ FT FLAT IS FOR SALE IN 9 NO. NORTH PAHARTALI WARD";3;3;9;"VACANT";1540;"CHATTOGRAM";7392000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";4800.0
"A WELL-CONSTRUCTED 1650 SQ FT FLAT IS FOR SALE IN BOCHILA";3;3;1;"VACANT";1650;"DHAKA";7500000;"BOCHILA, MOHAMMADPUR";4545.4545
"A WELL-CONSTRUCTED 1770 SQ FT FLAT IS FOR SALE IN 4 NO CHANDGAON WARD";3;3;2;"VACANT";1770;"CHATTOGRAM";7020000;"CHANDGAON RESIDENTIAL AREA, 4 NO CHANDGAON WARD";3966.1017
"A WELL-CONSTRUCTED 1800 SQ FT FLAT IS FOR SALE IN 26 NO. NORTH HALISHAHAR WARD";3;4;13;"VACANT";1800;"CHATTOGRAM";13450000;"26 NO. NORTH HALISHAHAR WARD, HALISHAHAR";7472.2222
"A WELL-CONSTRUCTED 2100 SQ FT FLAT IS FOR SALE IN BASHUNDHARA R-A";3;3;6;"VACANT";2100;"DHAKA";15750000;"BLOCK J, BASHUNDHARA R-A";7500.0
"A WELL-CONSTRUCTED 2100 SQ FT FLAT IS FOR SALE IN BASHUNDHARA R-A, BLOCK J";3;3;3;"VACANT";2100;"DHAKA";15750000;"BLOCK J, BASHUNDHARA R-A";7500.0
"A WELL-CONSTRUCTED 2415 SQ FT FLAT IS FOR SALE IN BASHUNDHARA R-A";3;4;6;"VACANT";2415;"DHAKA";25500000;"BLOCK A, BASHUNDHARA R-A";10559.0062
